name,from,to,departure,fare_sl,fare_1ac,fare_2ac,fare_3ac
East Corridor Express 41389,Kishanganj,Saharsa Junction,02:03,533,1918,214,971
Jan Seva Express 41390,Kishanganj,Saharsa Junction,03:38,545,1960,218,993
Eastern India Express 41391,Kishanganj,Purnea Junction,16:12,263,987,109,496
Ganga Valley Express 41392,Kishanganj,Purnea Junction,17:47,275,1028,114,517
North Bengal Express 41393,Kishanganj,Purnea Junction,19:22,287,1070,118,539
Kolkata Intercity Express 41394,Kishanganj,Purnea Junction,20:57,299,1111,123,559
Bihar Bengal Express 41395,Kishanganj,Purnea Junction,22:32,311,1152,128,580
Sundarban Express 41396,Kishanganj,Purnea Junction,00:07,323,1194,132,602
Teesta Express 41397,Kishanganj,Purnea Junction,01:42,335,1235,137,623
Rajdhani Regional Express 41398,Kishanganj,Purnea Junction,03:17,347,1277,142,644
East Corridor Express 41399,Kishanganj,Purnea Junction,04:52,359,1318,146,665
Jan Seva Express 41400,Kishanganj,Purnea Junction,06:27,371,1359,151,686
Eastern India Express 41401,Kishanganj,Dehri-on-Sone,19:00,588,2108,235,1069
Ganga Valley Express 41402,Kishanganj,Dehri-on-Sone,20:35,600,2150,240,1090
North Bengal Express 41403,Kishanganj,Dehri-on-Sone,22:10,612,2191,244,1111
Kolkata Intercity Express 41404,Kishanganj,Dehri-on-Sone,23:45,624,2232,249,1132
Bihar Bengal Express 41405,Kishanganj,Dehri-on-Sone,01:20,636,2274,254,1153
Sundarban Express 41406,Kishanganj,Dehri-on-Sone,02:55,648,2315,258,1175
Teesta Express 41407,Kishanganj,Dehri-on-Sone,04:30,660,2357,263,1196
Rajdhani Regional Express 41408,Kishanganj,Dehri-on-Sone,06:05,672,2398,268,1216
East Corridor Express 41409,Kishanganj,Dehri-on-Sone,07:40,684,2439,272,1238
Jan Seva Express 41410,Kishanganj,Dehri-on-Sone,09:15,696,2481,277,1259
Eastern India Express 41411,Kishanganj,Sasaram Junction,21:53,421,1532,170,775
Ganga Valley Express 41412,Kishanganj,Sasaram Junction,23:28,433,1573,175,795
North Bengal Express 41413,Kishanganj,Sasaram Junction,01:03,445,1615,180,816
Kolkata Intercity Express 41414,Kishanganj,Sasaram Junction,02:38,457,1656,184,838
Bihar Bengal Express 41415,Kishanganj,Sasaram Junction,04:13,469,1698,189,859
Sundarban Express 41416,Kishanganj,Sasaram Junction,05:48,481,1739,194,880
Teesta Express 41417,Kishanganj,Sasaram Junction,07:23,493,1780,198,901
Rajdhani Regional Express 41418,Kishanganj,Sasaram Junction,08:58,505,1822,203,922
East Corridor Express 41419,Kishanganj,Sasaram Junction,10:33,517,1863,208,943
Jan Seva Express 41420,Kishanganj,Sasaram Junction,12:08,529,1905,212,965
Eastern India Express 41421,Kishanganj,Motihari (Bapudham Motihari),00:55,267,1001,111,503
Ganga Valley Express 41422,Kishanganj,Motihari (Bapudham Motihari),02:30,279,1042,115,524
North Bengal Express 41423,Kishanganj,Motihari (Bapudham Motihari),04:05,291,1083,120,545
Kolkata Intercity Express 41424,Kishanganj,Motihari (Bapudham Motihari),05:40,303,1125,125,566
Bihar Bengal Express 41425,Kishanganj,Motihari (Bapudham Motihari),07:15,315,1166,129,588
Sundarban Express 41426,Kishanganj,Motihari (Bapudham Motihari),08:50,327,1208,134,609
Teesta Express 41427,Kishanganj,Motihari (Bapudham Motihari),10:25,339,1249,138,630
Rajdhani Regional Express 41428,Kishanganj,Motihari (Bapudham Motihari),12:00,351,1290,143,651
East Corridor Express 41429,Kishanganj,Motihari (Bapudham Motihari),13:35,363,1332,148,672
Jan Seva Express 41430,Kishanganj,Motihari (Bapudham Motihari),15:10,375,1373,153,693
Eastern India Express 41431,Kishanganj,Bettiah,03:24,459,1663,185,841
Ganga Valley Express 41432,Kishanganj,Bettiah,04:59,471,1704,190,862
North Bengal Express 41433,Kishanganj,Bettiah,06:34,483,1746,194,884
Kolkata Intercity Express 41434,Kishanganj,Bettiah,08:09,495,1787,199,905
Bihar Bengal Express 41435,Kishanganj,Bettiah,09:44,507,1829,204,926
Sundarban Express 41436,Kishanganj,Bettiah,11:19,519,1870,208,947
Teesta Express 41437,Kishanganj,Bettiah,12:54,531,1911,213,968
Rajdhani Regional Express 41438,Kishanganj,Bettiah,14:29,543,1953,218,989
East Corridor Express 41439,Kishanganj,Bettiah,16:04,555,1994,222,1011
Jan Seva Express 41440,Kishanganj,Bettiah,17:39,567,2036,227,1032
Eastern India Express 41441,Kishanganj,Raxaul Junction,06:22,592,2122,237,1075
Ganga Valley Express 41442,Kishanganj,Raxaul Junction,07:57,604,2163,241,1097
North Bengal Express 41443,Kishanganj,Raxaul Junction,09:32,616,2205,246,1118
Kolkata Intercity Express 41444,Kishanganj,Raxaul Junction,11:07,628,2246,251,1139
Bihar Bengal Express 41445,Kishanganj,Raxaul Junction,12:42,640,2288,255,1161
Sundarban Express 41446,Kishanganj,Raxaul Junction,14:17,652,2329,260,1181
Teesta Express 41447,Kishanganj,Raxaul Junction,15:52,664,2370,265,1202
Rajdhani Regional Express 41448,Kishanganj,Raxaul Junction,17:27,676,2412,269,1224
East Corridor Express 41449,Kishanganj,Raxaul Junction,19:02,688,2453,274,1245
Jan Seva Express 41450,Kishanganj,Raxaul Junction,20:37,700,2495,279,1266
Eastern India Express 41451,Kishanganj,Siwan Junction,09:11,444,1611,179,815
Ganga Valley Express 41452,Kishanganj,Siwan Junction,10:46,456,1653,184,836
North Bengal Express 41453,Kishanganj,Siwan Junction,12:21,468,1694,189,857
Kolkata Intercity Express 41454,Kishanganj,Siwan Junction,13:56,480,1736,193,879
Bihar Bengal Express 41455,Kishanganj,Siwan Junction,15:31,492,1777,198,899
Sundarban Express 41456,Kishanganj,Siwan Junction,17:06,504,1818,203,920
Teesta Express 41457,Kishanganj,Siwan Junction,18:41,516,1860,207,942
Rajdhani Regional Express 41458,Kishanganj,Siwan Junction,20:16,528,1901,212,963
East Corridor Express 41459,Kishanganj,Siwan Junction,21:51,540,1943,217,984
Jan Seva Express 41460,Kishanganj,Siwan Junction,23:26,552,1984,221,1005
Eastern India Express 41461,Kishanganj,Begusarai,11:56,332,1225,136,617
Ganga Valley Express 41462,Kishanganj,Begusarai,13:31,344,1266,140,639
North Bengal Express 41463,Kishanganj,Begusarai,15:06,356,1308,145,660
Kolkata Intercity Express 41464,Kishanganj,Begusarai,16:41,368,1349,150,681
Bihar Bengal Express 41465,Kishanganj,Begusarai,18:16,380,1391,155,702
Sundarban Express 41466,Kishanganj,Begusarai,19:51,392,1432,159,723
Teesta Express 41467,Kishanganj,Begusarai,21:26,404,1473,164,744
Rajdhani Regional Express 41468,Kishanganj,Begusarai,23:01,416,1515,168,766
East Corridor Express 41469,Kishanganj,Begusarai,00:36,428,1556,173,787
Jan Seva Express 41470,Kishanganj,Begusarai,02:11,440,1598,178,808
Eastern India Express 41471,Kishanganj,Khagaria Junction,14:54,390,1425,158,720
Ganga Valley Express 41472,Kishanganj,Khagaria Junction,16:29,402,1466,163,741
North Bengal Express 41473,Kishanganj,Khagaria Junction,18:04,414,1508,168,762
Kolkata Intercity Express 41474,Kishanganj,Khagaria Junction,19:39,426,1549,172,783
Bihar Bengal Express 41475,Kishanganj,Khagaria Junction,21:14,438,1591,177,804
Sundarban Express 41476,Kishanganj,Khagaria Junction,22:49,450,1632,182,825
Teesta Express 41477,Kishanganj,Khagaria Junction,00:24,462,1673,186,847
Rajdhani Regional Express 41478,Kishanganj,Khagaria Junction,01:59,474,1715,191,868
East Corridor Express 41479,Kishanganj,Khagaria Junction,03:34,486,1756,195,889
Jan Seva Express 41480,Kishanganj,Khagaria Junction,05:09,498,1798,200,910
Eastern India Express 41481,Kishanganj,Jamalpur Junction,17:44,224,852,94,427
Ganga Valley Express 41482,Kishanganj,Jamalpur Junction,19:19,236,894,99,448
North Bengal Express 41483,Kishanganj,Jamalpur Junction,20:54,248,935,103,470
Kolkata Intercity Express 41484,Kishanganj,Jamalpur Junction,22:29,260,977,108,491
Bihar Bengal Express 41485,Kishanganj,Jamalpur Junction,00:04,272,1018,113,511
Sundarban Express 41486,Kishanganj,Jamalpur Junction,01:39,284,1059,117,533
Teesta Express 41487,Kishanganj,Jamalpur Junction,03:14,296,1101,122,554
Rajdhani Regional Express 41488,Kishanganj,Jamalpur Junction,04:49,308,1142,127,575
East Corridor Express 41489,Kishanganj,Jamalpur Junction,06:24,320,1184,131,597
Jan Seva Express 41490,Kishanganj,Jamalpur Junction,07:59,332,1225,136,617
Eastern India Express 41491,Kishanganj,Nawada,20:23,499,1801,201,911
Ganga Valley Express 41492,Kishanganj,Nawada,21:58,511,1842,205,933
North Bengal Express 41493,Kishanganj,Nawada,23:33,523,1884,210,954
Kolkata Intercity Express 41494,Kishanganj,Nawada,01:08,535,1925,215,975
Bihar Bengal Express 41495,Kishanganj,Nawada,02:43,547,1967,219,997
Sundarban Express 41496,Kishanganj,Nawada,04:18,559,2008,224,1017
Teesta Express 41497,Kishanganj,Nawada,05:53,571,2049,228,1039
Rajdhani Regional Express 41498,Kishanganj,Nawada,07:28,583,2091,233,1060
East Corridor Express 41499,Kishanganj,Nawada,09:03,595,2132,238,1081
Jan Seva Express 41500,Kishanganj,Nawada,10:38,607,2174,243,1102
Eastern India Express 41501,Kishanganj,Jehanabad,23:16,526,1894,211,959
Ganga Valley Express 41502,Kishanganj,Jehanabad,00:51,538,1936,216,980
North Bengal Express 41503,Kishanganj,Jehanabad,02:26,550,1977,220,1002
Kolkata Intercity Express 41504,Kishanganj,Jehanabad,04:01,562,2018,225,1023
Bihar Bengal Express 41505,Kishanganj,Jehanabad,05:36,574,2060,230,1044
Sundarban Express 41506,Kishanganj,Jehanabad,07:11,586,2101,234,1065
Teesta Express 41507,Kishanganj,Jehanabad,08:46,598,2143,239,1086
Rajdhani Regional Express 41508,Kishanganj,Jehanabad,10:21,610,2184,244,1107
East Corridor Express 41509,Kishanganj,Jehanabad,11:56,622,2225,248,1129
Jan Seva Express 41510,Kishanganj,Jehanabad,13:31,634,2267,253,1150
Eastern India Express 41511,Kishanganj,Jaynagar,02:05,354,1301,144,657
Ganga Valley Express 41512,Kishanganj,Jaynagar,03:40,366,1342,149,677
North Bengal Express 41513,Kishanganj,Jaynagar,05:15,378,1384,154,698
Kolkata Intercity Express 41514,Kishanganj,Jaynagar,06:50,390,1425,158,720
Bihar Bengal Express 41515,Kishanganj,Jaynagar,08:25,402,1466,163,741
Sundarban Express 41516,Kishanganj,Jaynagar,10:00,414,1508,168,762
Teesta Express 41517,Kishanganj,Jaynagar,11:35,426,1549,172,783
Rajdhani Regional Express 41518,Kishanganj,Jaynagar,13:10,438,1591,177,804
East Corridor Express 41519,Kishanganj,Jaynagar,14:45,450,1632,182,825
Jan Seva Express 41520,Kishanganj,Jaynagar,16:20,462,1673,186,847
Eastern India Express 41521,Kishanganj,Narkatiaganj Junction,05:08,189,732,80,366
Ganga Valley Express 41522,Kishanganj,Narkatiaganj Junction,06:43,201,773,85,387
North Bengal Express 41523,Kishanganj,Narkatiaganj Junction,08:18,213,814,90,407
Kolkata Intercity Express 41524,Kishanganj,Narkatiaganj Junction,09:53,225,856,94,429
Bihar Bengal Express 41525,Kishanganj,Narkatiaganj Junction,11:28,237,897,99,450
Sundarban Express 41526,Kishanganj,Narkatiaganj Junction,13:03,249,939,104,471
Teesta Express 41527,Kishanganj,Narkatiaganj Junction,14:38,261,980,108,493
Rajdhani Regional Express 41528,Kishanganj,Narkatiaganj Junction,16:13,273,1021,113,513
East Corridor Express 41529,Kishanganj,Narkatiaganj Junction,17:48,285,1063,118,534
Jan Seva Express 41530,Kishanganj,Narkatiaganj Junction,19:23,297,1104,122,556
Eastern India Express 41531,Kishanganj,Ranchi Junction,07:52,448,1625,181,822
Ganga Valley Express 41532,Kishanganj,Ranchi Junction,09:27,460,1667,186,843
North Bengal Express 41533,Kishanganj,Ranchi Junction,11:02,472,1708,190,864
Kolkata Intercity Express 41534,Kishanganj,Ranchi Junction,12:37,484,1749,195,885
Bihar Bengal Express 41535,Kishanganj,Ranchi Junction,14:12,496,1791,199,907
Sundarban Express 41536,Kishanganj,Ranchi Junction,15:47,508,1832,204,928
Teesta Express 41537,Kishanganj,Ranchi Junction,17:22,520,1874,209,949
Rajdhani Regional Express 41538,Kishanganj,Ranchi Junction,18:57,532,1915,213,970
East Corridor Express 41539,Kishanganj,Ranchi Junction,20:32,544,1956,218,991
Jan Seva Express 41540,Kishanganj,Ranchi Junction,22:07,556,1998,223,1012
Eastern India Express 41541,Kishanganj,Dhanbad Junction,10:43,520,1874,209,949
Ganga Valley Express 41542,Kishanganj,Dhanbad Junction,12:18,532,1915,213,970
North Bengal Express 41543,Kishanganj,Dhanbad Junction,13:53,544,1956,218,991
Kolkata Intercity Express 41544,Kishanganj,Dhanbad Junction,15:28,556,1998,223,1012
Bihar Bengal Express 41545,Kishanganj,Dhanbad Junction,17:03,568,2039,227,1034
Sundarban Express 41546,Kishanganj,Dhanbad Junction,18:38,580,2081,232,1055
Teesta Express 41547,Kishanganj,Dhanbad Junction,20:13,592,2122,237,1075
Rajdhani Regional Express 41548,Kishanganj,Dhanbad Junction,21:48,604,2163,241,1097
East Corridor Express 41549,Kishanganj,Dhanbad Junction,23:23,616,2205,246,1118
Jan Seva Express 41550,Kishanganj,Dhanbad Junction,00:58,628,2246,251,1139
Eastern India Express 41551,Kishanganj,Tatanagar Junction (Jamshedpur),13:48,366,1342,149,677
Ganga Valley Express 41552,Kishanganj,Tatanagar Junction (Jamshedpur),15:23,378,1384,154,698
North Bengal Express 41553,Kishanganj,Tatanagar Junction (Jamshedpur),16:58,390,1425,158,720
Kolkata Intercity Express 41554,Kishanganj,Tatanagar Junction (Jamshedpur),18:33,402,1466,163,741
Bihar Bengal Express 41555,Kishanganj,Tatanagar Junction (Jamshedpur),20:08,414,1508,168,762
Sundarban Express 41556,Kishanganj,Tatanagar Junction (Jamshedpur),21:43,426,1549,172,783
Teesta Express 41557,Kishanganj,Tatanagar Junction (Jamshedpur),23:18,438,1591,177,804
Rajdhani Regional Express 41558,Kishanganj,Tatanagar Junction (Jamshedpur),00:53,450,1632,182,825
East Corridor Express 41559,Kishanganj,Tatanagar Junction (Jamshedpur),02:28,462,1673,186,847
Jan Seva Express 41560,Kishanganj,Tatanagar Junction (Jamshedpur),04:03,474,1715,191,868
Eastern India Express 41561,Kishanganj,Bokaro Steel City,16:24,257,966,107,485
Ganga Valley Express 41562,Kishanganj,Bokaro Steel City,17:59,269,1008,111,507
North Bengal Express 41563,Kishanganj,Bokaro Steel City,19:34,281,1049,116,528
Kolkata Intercity Express 41564,Kishanganj,Bokaro Steel City,21:09,293,1090,121,548
Bihar Bengal Express 41565,Kishanganj,Bokaro Steel City,22:44,305,1132,125,570
Sundarban Express 41566,Kishanganj,Bokaro Steel City,00:19,317,1173,130,591
Teesta Express 41567,Kishanganj,Bokaro Steel City,01:54,329,1215,135,612
Rajdhani Regional Express 41568,Kishanganj,Bokaro Steel City,03:29,341,1256,139,634
East Corridor Express 41569,Kishanganj,Bokaro Steel City,05:04,353,1297,144,654
Jan Seva Express 41570,Kishanganj,Bokaro Steel City,06:39,365,1339,149,675
Eastern India Express 41571,Kishanganj,Jasidih Junction,19:13,359,1318,146,665
Ganga Valley Express 41572,Kishanganj,Jasidih Junction,20:48,371,1359,151,686
North Bengal Express 41573,Kishanganj,Jasidih Junction,22:23,383,1401,156,707
Kolkata Intercity Express 41574,Kishanganj,Jasidih Junction,23:58,395,1442,160,729
Bihar Bengal Express 41575,Kishanganj,Jasidih Junction,01:33,407,1484,165,750
Sundarban Express 41576,Kishanganj,Jasidih Junction,03:08,419,1525,170,770
Teesta Express 41577,Kishanganj,Jasidih Junction,04:43,431,1566,174,792
Rajdhani Regional Express 41578,Kishanganj,Jasidih Junction,06:18,443,1608,179,813
East Corridor Express 41579,Kishanganj,Jasidih Junction,07:53,455,1649,184,834
Jan Seva Express 41580,Kishanganj,Jasidih Junction,09:28,467,1691,188,856
Eastern India Express 41581,Kishanganj,Madhupur Junction,22:04,543,1953,218,989
Ganga Valley Express 41582,Kishanganj,Madhupur Junction,23:39,555,1994,222,1011
North Bengal Express 41583,Kishanganj,Madhupur Junction,01:14,567,2036,227,1032
Kolkata Intercity Express 41584,Kishanganj,Madhupur Junction,02:49,579,2077,232,1052
Bihar Bengal Express 41585,Kishanganj,Madhupur Junction,04:24,591,2118,236,1074
Sundarban Express 41586,Kishanganj,Madhupur Junction,05:59,603,2160,241,1095
Teesta Express 41587,Kishanganj,Madhupur Junction,07:34,615,2201,246,1116
Rajdhani Regional Express 41588,Kishanganj,Madhupur Junction,09:09,627,2243,250,1138
East Corridor Express 41589,Kishanganj,Madhupur Junction,10:44,639,2284,255,1158
Jan Seva Express 41590,Kishanganj,Madhupur Junction,12:19,651,2325,259,1180
Eastern India Express 41591,Kishanganj,Koderma Junction,00:53,419,1525,170,770
Ganga Valley Express 41592,Kishanganj,Koderma Junction,02:28,431,1566,174,792
North Bengal Express 41593,Kishanganj,Koderma Junction,04:03,443,1608,179,813
Kolkata Intercity Express 41594,Kishanganj,Koderma Junction,05:38,455,1649,184,834
Bihar Bengal Express 41595,Kishanganj,Koderma Junction,07:13,467,1691,188,856
Sundarban Express 41596,Kishanganj,Koderma Junction,08:48,479,1732,193,876
Teesta Express 41597,Kishanganj,Koderma Junction,10:23,491,1773,197,898
Rajdhani Regional Express 41598,Kishanganj,Koderma Junction,11:58,503,1815,202,919
East Corridor Express 41599,Kishanganj,Koderma Junction,13:33,515,1856,207,940
Jan Seva Express 41600,Kishanganj,Koderma Junction,15:08,527,1898,212,961
Eastern India Express 41601,Kishanganj,Deoghar Junction,03:43,471,1704,190,862
Ganga Valley Express 41602,Kishanganj,Deoghar Junction,05:18,483,1746,194,884
North Bengal Express 41603,Kishanganj,Deoghar Junction,06:53,495,1787,199,905
Kolkata Intercity Express 41604,Kishanganj,Deoghar Junction,08:28,507,1829,204,926
Bihar Bengal Express 41605,Kishanganj,Deoghar Junction,10:03,519,1870,208,947
Sundarban Express 41606,Kishanganj,Deoghar Junction,11:38,531,1911,213,968
Teesta Express 41607,Kishanganj,Deoghar Junction,13:13,543,1953,218,989
Rajdhani Regional Express 41608,Kishanganj,Deoghar Junction,14:48,555,1994,222,1011
East Corridor Express 41609,Kishanganj,Deoghar Junction,16:23,567,2036,227,1032
Jan Seva Express 41610,Kishanganj,Deoghar Junction,17:58,579,2077,232,1052
Eastern India Express 41611,Kishanganj,Hatia,06:22,297,1104,122,556
Ganga Valley Express 41612,Kishanganj,Hatia,07:57,309,1146,127,577
North Bengal Express 41613,Kishanganj,Hatia,09:32,321,1187,132,598
Kolkata Intercity Express 41614,Kishanganj,Hatia,11:07,333,1228,136,619
Bihar Bengal Express 41615,Kishanganj,Hatia,12:42,345,1270,141,640
Sundarban Express 41616,Kishanganj,Hatia,14:17,357,1311,146,661
Teesta Express 41617,Kishanganj,Hatia,15:52,369,1353,150,683
Rajdhani Regional Express 41618,Kishanganj,Hatia,17:27,381,1394,155,704
East Corridor Express 41619,Kishanganj,Hatia,19:02,393,1435,159,725
Jan Seva Express 41620,Kishanganj,Hatia,20:37,405,1477,164,746
Eastern India Express 41621,Kishanganj,Barkakana Junction,09:25,125,511,56,252
Ganga Valley Express 41622,Kishanganj,Barkakana Junction,11:00,137,552,60,274
North Bengal Express 41623,Kishanganj,Barkakana Junction,12:35,149,594,65,295
Kolkata Intercity Express 41624,Kishanganj,Barkakana Junction,14:10,161,635,70,316
Bihar Bengal Express 41625,Kishanganj,Barkakana Junction,15:45,173,676,74,337
Sundarban Express 41626,Kishanganj,Barkakana Junction,17:20,185,718,79,358
Teesta Express 41627,Kishanganj,Barkakana Junction,18:55,197,759,83,380
Rajdhani Regional Express 41628,Kishanganj,Barkakana Junction,20:30,209,801,88,401
East Corridor Express 41629,Kishanganj,Barkakana Junction,22:05,221,842,93,422
Jan Seva Express 41630,Kishanganj,Barkakana Junction,23:40,233,883,97,443
Eastern India Express 41631,Kishanganj,Daltonganj,12:07,619,2215,247,1123
Ganga Valley Express 41632,Kishanganj,Daltonganj,13:42,631,2256,252,1144
North Bengal Express 41633,Kishanganj,Daltonganj,15:17,643,2298,256,1166
Kolkata Intercity Express 41634,Kishanganj,Daltonganj,16:52,655,2339,261,1187
Bihar Bengal Express 41635,Kishanganj,Daltonganj,18:27,667,2381,266,1208
Sundarban Express 41636,Kishanganj,Daltonganj,20:02,679,2422,270,1229
Teesta Express 41637,Kishanganj,Daltonganj,21:37,691,2463,275,1250
Rajdhani Regional Express 41638,Kishanganj,Daltonganj,23:12,703,2505,280,1271
East Corridor Express 41639,Kishanganj,Daltonganj,00:47,715,2546,284,1293
Jan Seva Express 41640,Kishanganj,Daltonganj,02:22,727,2588,289,1314
Eastern India Express 41641,Kishanganj,Chandrapura Junction,15:07,450,1632,182,825
Ganga Valley Express 41642,Kishanganj,Chandrapura Junction,16:42,462,1673,186,847
North Bengal Express 41643,Kishanganj,Chandrapura Junction,18:17,474,1715,191,868
Kolkata Intercity Express 41644,Kishanganj,Chandrapura Junction,19:52,486,1756,195,889
Bihar Bengal Express 41645,Kishanganj,Chandrapura Junction,21:27,498,1798,200,910
Sundarban Express 41646,Kishanganj,Chandrapura Junction,23:02,510,1839,205,931
Teesta Express 41647,Kishanganj,Chandrapura Junction,00:37,522,1880,210,952
Rajdhani Regional Express 41648,Kishanganj,Chandrapura Junction,02:12,534,1922,214,974
East Corridor Express 41649,Kishanganj,Chandrapura Junction,03:47,546,1963,219,994
Jan Seva Express 41650,Kishanganj,Chandrapura Junction,05:22,558,2005,223,1016
Eastern India Express 41651,Kishanganj,Gomoh Junction (NSCB Gomoh),18:04,289,1077,119,542
Ganga Valley Express 41652,Kishanganj,Gomoh Junction (NSCB Gomoh),19:39,301,1118,124,563
North Bengal Express 41653,Kishanganj,Gomoh Junction (NSCB Gomoh),21:14,313,1159,128,584
Kolkata Intercity Express 41654,Kishanganj,Gomoh Junction (NSCB Gomoh),22:49,325,1201,133,605
Bihar Bengal Express 41655,Kishanganj,Gomoh Junction (NSCB Gomoh),00:24,337,1242,138,626
Sundarban Express 41656,Kishanganj,Gomoh Junction (NSCB Gomoh),01:59,349,1284,142,648
Teesta Express 41657,Kishanganj,Gomoh Junction (NSCB Gomoh),03:34,361,1325,147,669
Rajdhani Regional Express 41658,Kishanganj,Gomoh Junction (NSCB Gomoh),05:09,373,1366,152,689
East Corridor Express 41659,Kishanganj,Gomoh Junction (NSCB Gomoh),06:44,385,1408,156,711
Jan Seva Express 41660,Kishanganj,Gomoh Junction (NSCB Gomoh),08:19,397,1449,161,732
Eastern India Express 41661,Kishanganj,Sahibganj Junction,20:45,189,732,80,366
Ganga Valley Express 41662,Kishanganj,Sahibganj Junction,22:20,201,773,85,387
North Bengal Express 41663,Kishanganj,Sahibganj Junction,23:55,213,814,90,407
Kolkata Intercity Express 41664,Kishanganj,Sahibganj Junction,01:30,225,856,94,429
Bihar Bengal Express 41665,Kishanganj,Sahibganj Junction,03:05,237,897,99,450
Sundarban Express 41666,Kishanganj,Sahibganj Junction,04:40,249,939,104,471
Teesta Express 41667,Kishanganj,Sahibganj Junction,06:15,261,980,108,493
Rajdhani Regional Express 41668,Kishanganj,Sahibganj Junction,07:50,273,1021,113,513
East Corridor Express 41669,Kishanganj,Sahibganj Junction,09:25,285,1063,118,534
Jan Seva Express 41670,Kishanganj,Sahibganj Junction,11:00,297,1104,122,556
Eastern India Express 41671,Kishanganj,Dumka,23:22,619,2215,247,1123
Ganga Valley Express 41672,Kishanganj,Dumka,00:57,631,2256,252,1144
North Bengal Express 41673,Kishanganj,Dumka,02:32,643,2298,256,1166
Kolkata Intercity Express 41674,Kishanganj,Dumka,04:07,655,2339,261,1187
Bihar Bengal Express 41675,Kishanganj,Dumka,05:42,667,2381,266,1208
Sundarban Express 41676,Kishanganj,Dumka,07:17,679,2422,270,1229
Teesta Express 41677,Kishanganj,Dumka,08:52,691,2463,275,1250
Rajdhani Regional Express 41678,Kishanganj,Dumka,10:27,703,2505,280,1271
East Corridor Express 41679,Kishanganj,Dumka,12:02,715,2546,284,1293
Jan Seva Express 41680,Kishanganj,Dumka,13:37,727,2588,289,1314
Eastern India Express 41681,Kishanganj,Garhwa Road Junction,02:27,465,1684,187,852
Ganga Valley Express 41682,Kishanganj,Garhwa Road Junction,04:02,477,1725,192,873
North Bengal Express 41683,Kishanganj,Garhwa Road Junction,05:37,489,1767,197,894
Kolkata Intercity Express 41684,Kishanganj,Garhwa Road Junction,07:12,501,1808,201,916
Bihar Bengal Express 41685,Kishanganj,Garhwa Road Junction,08:47,513,1849,206,936
Sundarban Express 41686,Kishanganj,Garhwa Road Junction,10:22,525,1891,211,957
Teesta Express 41687,Kishanganj,Garhwa Road Junction,11:57,537,1932,215,979
Rajdhani Regional Express 41688,Kishanganj,Garhwa Road Junction,13:32,549,1974,220,1000
East Corridor Express 41689,Kishanganj,Garhwa Road Junction,15:07,561,2015,225,1021
Jan Seva Express 41690,Kishanganj,Garhwa Road Junction,16:42,573,2056,229,1042
Eastern India Express 41691,Kishanganj,Ramgarh Cantt,05:10,340,1253,139,632
Ganga Valley Express 41692,Kishanganj,Ramgarh Cantt,06:45,352,1294,144,652
North Bengal Express 41693,Kishanganj,Ramgarh Cantt,08:20,364,1335,148,674
Kolkata Intercity Express 41694,Kishanganj,Ramgarh Cantt,09:55,376,1377,153,695
Bihar Bengal Express 41695,Kishanganj,Ramgarh Cantt,11:30,388,1418,158,716
Sundarban Express 41696,Kishanganj,Ramgarh Cantt,13:05,400,1460,162,738
Teesta Express 41697,Kishanganj,Ramgarh Cantt,14:40,412,1501,167,758
Rajdhani Regional Express 41698,Kishanganj,Ramgarh Cantt,16:15,424,1542,171,780
East Corridor Express 41699,Kishanganj,Ramgarh Cantt,17:50,436,1584,176,801
Jan Seva Express 41700,Kishanganj,Ramgarh Cantt,19:25,448,1625,181,822
Eastern India Express 41701,Kishanganj,Chakradharpur,08:00,425,1546,172,781
Ganga Valley Express 41702,Kishanganj,Chakradharpur,09:35,437,1587,177,802
North Bengal Express 41703,Kishanganj,Chakradharpur,11:10,449,1629,181,824
Kolkata Intercity Express 41704,Kishanganj,Chakradharpur,12:45,461,1670,186,845
Bihar Bengal Express 41705,Kishanganj,Chakradharpur,14:20,473,1711,190,866
Sundarban Express 41706,Kishanganj,Chakradharpur,15:55,485,1753,195,887
Teesta Express 41707,Kishanganj,Chakradharpur,17:30,497,1794,200,908
Rajdhani Regional Express 41708,Kishanganj,Chakradharpur,19:05,509,1836,204,930
East Corridor Express 41709,Kishanganj,Chakradharpur,20:40,521,1877,209,951
Jan Seva Express 41710,Kishanganj,Chakradharpur,22:15,533,1918,214,971
Eastern India Express 41711,Kishanganj,Ghatsila,10:45,259,973,107,489
Ganga Valley Express 41712,Kishanganj,Ghatsila,12:20,271,1014,112,510
North Bengal Express 41713,Kishanganj,Ghatsila,13:55,283,1056,117,531
Kolkata Intercity Express 41714,Kishanganj,Ghatsila,15:30,295,1097,122,552
Bihar Bengal Express 41715,Kishanganj,Ghatsila,17:05,307,1139,126,574
Sundarban Express 41716,Kishanganj,Ghatsila,18:40,319,1180,131,594
Teesta Express 41717,Kishanganj,Ghatsila,20:15,331,1221,135,616
Rajdhani Regional Express 41718,Kishanganj,Ghatsila,21:50,343,1263,140,637
East Corridor Express 41719,Kishanganj,Ghatsila,23:25,355,1304,145,658
Jan Seva Express 41720,Kishanganj,Ghatsila,01:00,367,1346,149,680
Eastern India Express 41721,Kishanganj,Pakur,13:32,512,1846,206,934
Ganga Valley Express 41722,Kishanganj,Pakur,15:07,524,1887,210,956
North Bengal Express 41723,Kishanganj,Pakur,16:42,536,1929,215,977
